ID	CREATED TIME	AGENT	CAT	SUJECT	CONTENT	
316	2017-12-01T19:26:42.000+01:00	CLIE	Suravenir assurances, Prévèlement	mes contrats d'assurance suravenir	bonjour me XXXXXX, je viens de constater que j'avais N prelevements de suravenir assurances sur mon compte courant. j'en explique N sans problemes: habitation, auto, moto - NNcmN et complementaire sante. en revanche je ne vois pas a quoi XXXXXspond celui de NN euros et quelques... pouvez vous m'eclairer ? d'avance je vous remercie. tres cordialement XXXXXX XXXXX XXXXXXXX	
318	2017-12-06T12:03:59.000+01:00	CLIE	Remboursement	remboursement pret	bonjour m. XXXXX, je souhaite rembourser le solde restant du pret auto de NNNN. quelle est la procedure et le cout d'une telle operation? bien a vous, XXXXXXXXXX XXXXXXXXXX	
318	2017-12-08T12:40:35.000+01:00	CLIE	Livret, Remboursement	re : re: remboursement pret	bonjour m. XXXXX, vous pouvez valider ma demande, merci de prelever le montant necessaire sur mon livret. bien cordialement, XXXXXXXXXX XXXXXXXXXX	
319	2017-12-27T11:01:36.000+01:00	CLIE	Ouverture du compte, Document	demande d'ouverture de compte	bonjour, serait-il possible d'ouvrir un compte pour notre fils sacha XXXX-XXXXXXXX ne le NN octobre NNNN. ci joint l'extrait d'acte de naissance. en vous XXuhaitant de bonnes fetes de fin d'XXXXe, cordialement, XXXX XXXX-XXXXXXXX	
320	2017-12-05T13:52:10.000+01:00	CLIE	Clôture compte	fermeture	bonjour veuillez recevoir ce mail afin de confirmer la cloture du compte de XXXXX XXXXXXXX. bien cordialement XXXXX XXXXXXXX	
321	2017-12-01T15:06:57.000+01:00	CLIE	Prélèvement	re : re: re : prelevement previsecur relance	bonjour, le compte NN est la racine du compte NN , or le compte NN est inactif depuis longtemps. il me semblait bien qu'il s'agissait de l'assurance carte. nous avions resilie les moyens de paiement sur le compte NN depuis bien longtemps maintenant, vous pouvez constater qu'il n'y a pas d'operation sur ce compte depuis.normalement le necessaire avait ete fait avec mme XXXXXXX. etant donne que je n'ai plus de cartes , ni chequier sur le compte NN, merci de me rembourser le prelevement du previsecur qui n'a aucun lieu d'etre. merci de bien verifier qu'il n'y ait aucune incidence sur le compte NN. a vous lire cordialement 	
321	2017-12-01T15:08:29.000+01:00	CLIE	Prélèvement	re : re: re : prelevement previsecur relance	merci de vous assurer que j'ai toujours une couverture des moyens de paiement sur le compte NN cdt mme XXXXXXXXXX	
321	2017-12-04T21:55:27.000+01:00	CLIE	Prélèvement	re : re: re : re: re : prelevement previsecur relance	bonsoir, je prends note de votre message avant de resilier sur le compte NN , pouvez vous vous assurer qu'il n'y ait aucune incidence sur le compte NN , les N etant lies je ne souhaite pas a avoir de mauvaises surprises. et vous assurer que mes moyens de paiements soient bien assures sur le compte NN. merci de votre retour. bien cordialement mme XXXXXXXXXX le XXXXX	
322	2017-12-05T11:22:39.000+01:00	CLIE	Prélèvement	re : re: compte de chloe	avez vous eu des nouvelles de votre direction concernant les N euros preleves a chloe ? merci	
324	2017-12-06T19:02:29.000+01:00	CLIE	Prévi -options, Livret	divers	bonjour XXXXXXX, apres avoir consulter d autres etablissements , on a une proposition du credit agricole un peu mieux placer avec un gain d environ NNNN. € sur le coup total du credit. peux tu voir s’il est possible de s’aligner? d’autre part le preference est encore bloque , peux tu le debloquer ? et pour finir je souhaiterais passer le versement programme sur les previ options des enfants a NN€ mensuel et leur ouvrir chacun un pel alimenter par leurs livrets cmb. par avance je te remercie bien cordialement XXXXXXXX	
325	2017-12-18T17:14:25.000+01:00	CLIE	Plafond de compte	demande autorisation de depassement a NNN euros	bonjour madame XXXXXX , je vous demande s'il vous plait de porter mon autorisation de decouvert a NNN euros au lieu de NNN a compter de ce jour jusqu'au NN/NN, le temps de reguler la fin d'XXXXe. bien cordialement, XXXXXX XXXX	
327	2017-12-31T16:16:18.000+01:00	CLIE	Remboursement	frais cause assurance pret	bonjour mme le XXXXXXXXX, tout d'abord, nous vous presentons nos meilleurs vœux pour NNNN puisque quand vous prendrez connaissance de ce message nous serons en NNNN. je viens de voir les frais sur le compte commun qui correspondent au mois de novembre a priori au moment ou il y a eu les prelevements des assurances de pret et les frais de dossier au moment du deblocage de pret pour le notaire et justement pas pour les lignes citees ci dessus. craignant ces frais je vous avais d'ailleurs envoye un message. pouvez vous me confirmer et voir pour un remboursement svp ? cordialement. mme XXXXX	
328	2017-12-07T12:57:05.000+01:00	CLIE	Prélèvement	prele ste generale	bonjour il ne faut pas prelever les NNe je leur ai envoye un cheque de NNe n NNNNNNN debite rejete le prelevement merci	
329	2017-12-05T18:52:11.000+01:00	CLIE	Crédit mutuel	depot	bonjour j ai depose NNN e en especes sur mon compte dans la borne du credit mutuel a scaer ,je ne vois pas trace de cette somme merci	
330	2017-12-23T11:49:52.000+01:00	CLIE	Prélèvement	demande information prelevement	"bonjour, j'aimerais savoir a quoi correspond les prelevements qui se font tous les mois sur mon compte avec libelle ""pickpochet"" ? a vous lire. cordialement. XXXXX XXXXX"	
331	2017-12-01T18:45:45.000+01:00	CLIE	Document, Rendez-vous	doc pret a taux zero	bonsoir, nous n'avons toujours pas recu les documents pour le pret a taux zero, vous serait-il possible de les edites pour demain matin (samedi N/NN), je finis le travail a NNh je passerais les prendre a l'agence. merci. cordialement le XXXX XXXXXXXX XXXXX XXXXXXXXX	
331	2017-12-02T20:08:01.000+01:00	CLIE	Document	re : re: doc pret a taux zero	bonjour, travaillant ce matin je n'ai pas eu acces a votre mail, XXXXXXXXX a essaye de vous joindre par telephone a plusieurs reprises sans succes pour vous prevenir que nous avions recu les documents ce matin par la poste. nous les deposerons dans la boite aux lettres lundi. cordialement. le XXXX XXXXXXXX XXXXX XXXXXXXXX	
332	2017-12-07T09:50:47.000+01:00	CLIE	Déblocage	demande deblocagr	bonjour, je vous joins a ce mail N factures pour notre maison. la Nere gedimat de NNNN,NN euros la Neme du macon de NNNNN,NN euros et la Neme du macon aussi de NNNN,NN euros. si c'etait possible de le debloque pour cette semaine. merci bonne journee	
333	2017-12-21T16:00:05.000+01:00	CLIE	Déblocage	demande deblocage pret	bonjour, je vous envoie une facture d'acompte pour la cuisine, si vous pouviez faire le necessaire. cordialement. mme XXXXXXX	
334	2017-12-19T13:58:45.000+01:00	CLIE	Rendez-vous	decouvert	mme XXXXX-XXXXXX, je viens d 'apprendre que vous etes ma nouvelle conseillere, je vois qu'a part avoir juste bloquee mes comptes, vous n'avez meme pasessaye de me contacter avant, sans message ( je commence a etre habitue ) ou appel de l'agence, enfin de vous meme. sachant que nous avons rendez vous bientot, j'aimerai pouvoir manger voyez vous . merci mr le XXXXX : NN NN NN NN NN	
335	2017-12-18T20:55:23.000+01:00	CLIE	Ouverture du compte, Carte bancaire	NN€ de cadeau	re bonjour XXXXXX ta collegue nous avez dit que NN€ de cadeau nous serait offert suite a l'ouverture du compte commun et de la nouvelle carte de credit. qu'en est-il ? cordialement	
336	2017-12-18T20:51:31.000+01:00	CLIE	Assurance	assurance voiture	bonjour XXXXXX, je suis de retour en polynesie et donc ne me sert plus de mes N vehicules. je voudrais bientot mettre mes N vehicules en assurance parking. quelle est la procedure ? cordialement aloha kenavo	
337	2017-12-13T13:41:30.000+01:00	CLIE	Prévi retraite	virement sur previ retraite	bonjour, apres reflexion et compte tenu de ma situation personnelle, je prefere finalement rester sur un placement en fonds euros. je vous demande donc de bien vouloir transferer NNNN € de mon librissime vers mon previ retraite. en vous remerciant pour vos conseils, cordialement XXXXXXXXX XXXXXX	
338	2017-12-22T09:35:22.000+01:00	CLIE	Commission d’intervention, Compte bancaire, Carte bancaire	frais	bonjour , pouvez vous me dire a quoi XXXXXspondent les frais de la commission d'intervention d'un montant de NN euros debites sur mon nouveau compte . de plus je voudrais maintenant detruire mon ancienne carte bancaire et ne garder que celle du nouveau compte pour ne pas payer les N cartes .pouvez vous gerer cela et me dire si je peux la detruire .la nouvelle est elle bien reliee a l'eurocompte ? d'aXXXce merci. passez de bonnes fetes. cordialement k.XXXXXXXXX	
339	2017-12-21T14:13:59.000+01:00	CLIE	Réclamation, Commision d’intervention	reclamation	bonjour je viens de recevoir mon releve de compte sur le quel je constate un debit de NN euros pour commission d'intervention !!!! pourquoi ce debit !!!! XXXXX XXXXX cordialement	
339	2017-12-26T12:56:27.000+01:00	CLIE	Remboursement	re : re: reclamation	bonjour suite a votre reponse je vous demande le remboursement de cette operation si cela n'est pas possible je prendrais une decision radicale cordialement XXXXX XXXXX	
339	2017-12-30T08:20:53.000+01:00	CLIE	Commission d’intervention	reclamation	bonjour je viens de consulter mon compte je constate encore une commission d'intervention NN/NN operation du NN/NN/NN NN euro mr XXXXX XXXXX	
340	2017-12-16T11:19:47.000+01:00	CLIE	Virement, Téléphone	pel mr le vincent	bonjour madame XXXXX, je rencontre un probleme pour effectuer un virement sur le pel de XXXXXXXXXX. je tiens compte que le plafond est de NNNNN € et que j'ai obligation de verser NNN € par an. pourriez-vous me contacter a ce sujetau PHONEje vous souhaite un excellent week end. cordialement, XXXXXXX le XXXXXXX.	
341	2017-12-18T18:03:43.000+01:00	CLIE	Informations	devis mutuelle	bonjour mde XXXX pourriez vous m obtenir un devis mtuelle pour moi et mes enfants XXXXX NN ans et bapt NN ans etant deja a la smba securite etudiante merci dans l attente de recevoir votre mail joyeuses fetes cordialement mde le XXXXXXX	
341	2017-12-21T17:42:50.000+01:00	CLIE	Informations	devis mutuelle	bonsoir serait il possible obtenir un devis mutuelle pour moi et mes deux enfants baptiste age de NN ans et XXXXX agee de NN ans merci cordialement mde le XXXXXXX	
341	2017-12-23T12:52:29.000+01:00	CLIE	Téléphone	re : re: devis mutuelle	bonjour madame XXXX je vous souhaite de joyeuses fetes voici le numero de secu de baptiste pour obtenir simulation pour mutuelle N NN NN NN NNN NNN NN cordialemnt mde le XXXXXXX	
343	2017-12-26T14:05:45.000+01:00	CLIE	Prélèvement	oppo sur prelevement	bonjour, nous avons eu des prelevements le NN decembre (NN.NN€) et le NN decembre (N.NN€)en provenance de la sfam, il s'agit d'assurances que l'on ne desire pas, pouvez-vous faire en sorte qu'ils ne puissent plus prelever sur le compte quoi que ce soit ? ils sont censes nous rembourser ces sommes dans les NN prochains jours, en esperant qu'ils le fassent reellement... merci de nous confirmer l'opposition sur leurs prelevements cordialement m. XXXXXX XXXXXXXXX PHONEet joyeuses fetes a vous pour cette fin d'annee	
344	2017-12-20T10:33:51.000+01:00	CLIE	Compte d’éparge	compte titres ordinaire	bonjour, quand je consulte mon epargne, le compte titre ordinaire apparait a N euros !!!! alors qu'il y a pres de NNNNN sur ce compte erreur .... merci de me tenir au courant. bonne journee	
344	2017-12-20T18:11:23.000+01:00	CLIE	Rendez-vous	re : re: compte titres ordinaire	merci. je prendrai rv avec vous apres les fetes. tres bonne fin d'XXXXe mme XXXXXXXXXXX------------------------------------------replied mesXXXX--------------------------------------madame XXXXXXXXXXX, je vous rassure tout est rentre dans l'ordre. si vous ne pouvez pas consulter le compte des a present, cela sera possible demain. une mise a jour a entraine cette anomalie. nous pourrions convenir d'un rdv en debut d'XXXXe pour faire le point. je vous souhaite de belles fetes de fin d'XXXXe. cordialement. XXXXX le XXXXXXX------------------------------------------replied mesXXXX--------------------------------------bonjour, quand je consulte mon epargne, le compte titre ordinaire apparait a N euros !!!! alors qu'il y a pres de NNNNN sur ce compte erreur .... merci de me tenir au courant. bonne journee	
345	2017-12-07T21:47:19.000+01:00	CLIE	Document	credit immobilier	bonjour mr le XXXXX, voici les pieces manquantes pour le dossier. bonne reception.	
350	2017-12-06T18:00:10.000+01:00	CLIE	Virement	NNN,NN euros	bonsoir monsieur le XXXXX j'ai regarde sur le site msa apres NN heures et un il y a eu un paiement ce jour de NNN,NN peut-etre sur le compte demain ou vendredi ! reste a venir un paiement de NNN euros environ dans une quinzaine ! merci pour votre comprehension et merci pour le pret depannage ce matin ! cordialement XXXXXXXX et XXXXXX le XXXXXX	
